legacyId,companyId
99712,44741
99713,44741
99800,44741
99801,44741
99802,44741
99803,44741
99808,44741
99809,44741
99811,44741
99812,44741
99813,44741
99814,44741
99993,44741
99996,44741
100001,44741
100005,44741
100048,44741
100124,44741
100182,44741
100183,44741
100184,44741
100185,44741
100190,44741
100191,44741
100192,44741
100194,44741
100195,44741
100196,44741
100197,44741
100198,44741
100200,44741
100207,44741
100212,44741
100213,44741
100219,44741
100221,44741
100223,44741
100225,44741
100226,44741
100323,44741
101100,44741
101108,44741
101109,44741
101113,44741
101117,44741
101126,44741
101143,44741
101144,44741
101146,44741
101150,44741
101151,44741
101152,44741
101158,44741
101201,44741
101206,44741
101212,44741
101214,44741
101217,44741
101220,44741
101221,44741
101263,44741
101264,44741
101265,44741
101266,44741
101267,44741
101403,44741
101430,44741
101487,44741
101491,44741
101495,44741
101496,44741
101497,44741
101501,44741
101502,44741
101503,44741
101524,44741
101525,44741
101526,44741
101530,44741
101532,44741
101534,44741
101597,44741
101730,44741
101738,44741
101744,44741
101748,44741
101753,44741
101754,44741
101755,44741
101756,44741
101757,44741
101758,44741
101761,44741
101762,44741
101763,44741
101764,44741
101765,44741
101767,44741
101768,44741
101769,44741
101770,44741
103508,44741
103516,44741
103544,44741
103554,44741
103556,44741
103559,44741
103560,44741
103563,44741
103577,44741
103580,44741
103583,44741
103586,44741
103644,44741
103730,44741
103731,44741
103967,44741
103968,44741
104174,44741
104209,44741
104210,44741
104211,44741
104218,44741
104219,44741
104220,44741
104221,44741
104223,44741
104224,44741
104229,44741
104230,44741
104233,44741
104235,44741
104236,44741
104239,44741
104447,44741
104483,44741
104509,44741
104510,44741
104514,44741
104687,44741
104691,44741
104694,44741
104706,44741
104723,44741
104724,44741
104725,44741
104831,44741
104870,44741
104871,44741
104874,44741
104875,44741
104876,44741
104951,44741
104952,44741
104953,44741
104954,44741
104955,44741
104956,44741
104974,44741
104977,44741
104978,44741
104981,44741
104985,44741
105088,44741
105089,44741
105245,44741
105246,44741
105255,44741
105256,44741
105257,44741
105258,44741
105259,44741
105260,44741
105261,44741
107476,44741
107483,44741
107485,44741
107487,44741
107521,44741
109279,44741
96167,44741
96199,44741
96212,44741
107939,44741
107935,44741
95948,44741
107746,44741
107748,44741
107747,44741
107749,44741
107930,44741
107932,44741
95263,44741
94814,44742
94815,44742
94816,44742
95822,44742
95823,44742
95824,44742
95825,44742
95826,44742
95828,44742
110625,44742
110626,44742
94821,44744
94822,44744
94823,44744
94824,44744
94825,44744
94826,44744
94827,44744
94828,44744
94829,44744
94830,44744
94831,44744
94832,44744
94833,44744
94834,44744
106307,44744
106308,44744
106309,44744
106310,44744
106311,44744
106315,44744
106316,44744
106317,44744
106318,44744
106319,44744
106320,44744
106324,44744
111298,44744
111299,44744
111300,44744
111301,44744
111302,44744
111303,44744
95065,44746
95832,44746
95835,44746
95839,44747
95840,44747
95844,44747
94292,44749
94450,44749
94621,44749
94639,44749
94640,44749
94670,44749
94673,44749
94674,44749
94698,44749
94710,44749
94717,44749
94730,44749
94737,44749
94762,44749
94788,44749
94790,44749
94844,44749
94845,44749
94846,44749
94847,44749
94848,44749
94849,44749
94850,44749
94851,44749
94852,44749
94853,44749
94854,44749
94855,44749
94856,44749
94857,44749
94858,44749
94859,44749
94860,44749
94861,44749
94862,44749
94863,44749
94864,44749
94866,44749
94867,44749
94868,44749
94869,44749
94870,44749
94871,44749
94872,44749
94873,44749
94874,44749
94875,44749
94876,44749
94877,44749
94879,44749
94880,44749
94881,44749
94882,44749
94883,44749
94885,44749
94887,44749
94888,44749
94889,44749
94890,44749
94891,44749
94892,44749
94893,44749
94894,44749
94895,44749
94896,44749
94897,44749
94898,44749
94899,44749
94900,44749
94901,44749
94902,44749
94904,44749
94905,44749
94906,44749
94907,44749
94908,44749
94910,44749
94911,44749
94912,44749
94913,44749
94914,44749
94915,44749
94916,44749
94917,44749
94918,44749
94919,44749
94921,44749
94922,44749
94924,44749
94925,44749
94926,44749
94928,44749
94929,44749
94930,44749
94931,44749
94932,44749
94933,44749
94934,44749
